Region,District, 0-28 DAYS FEMALE ,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE ,10-19 YEARS MALE ,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE ,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE ,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE ,10-19 YRS (B/S & RDT) MALE ,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE, 20+ (B/S & RDT) MALE ,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE ,29DAYS-4YRS (B/S & RDT) MALE  ,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE ,5-9YRS (B/S & RDT) MALE ,5-9YRS (B/S & RDT) TOTAL,0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL  ,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),,,
Karamoja,Abim District,12,18,30,14866,8361,23227,15518,7577,23095,7392,5695,13087,11752,10340,22092,12,17,29,14735,8130,22865,116146,114222,230368,15190,7360,22550,11514,10145,21659,7237,5636,12873,12,17,29,14458,7894,22352,14952,7274,22226,11251,31168,42419,7067,5481,12548,536,984,1520,49540,31991,81531,11764,10358,22122,107966,144084,2301,1.029278437,136003.4758,59.10624763,2.7067,33.6595
Acholi,Acholi,528,487,1015,336742,203007,539749,324222,111643,435865,156180,125614,281794,187170,174204,361374,466,410,876,326828,197006,523834,2335756,2062422,4398178,306880,105579,412459,179729,166457,346186,150715,120981,271696,464,406,870,327334,196300,523634,305604,104650,410254,179045,475696,654741,150506,120763,271269,10452,21750,32202,1004842,614955,1619797,187698,174691,362389,1500762,2044355,28522,1.031393639,1921796.575,67.37944658,,
West Nile,Adjumani District,170,162,332,68105,51850,119955,75937,29015,104952,37659,31743,69402,45574,42210,87784,170,162,332,66636,50713,117349,549734,494750,1044484,62492,28457,90949,44911,44037,88948,36418,30728,67146,170,162,332,72830,50130,122960,60722,27859,88581,44159,120479,164638,36131,30304,66435,1243,3595,4838,227445,154980,382425,45744,42372,88116,107966,144084,2301,1.029278437,136003.4758,59.10624763,3.2549,31.7195
Acholi,Agago District,24,25,49,66729,39309,106038,63923,19430,83353,25713,19917,45630,27137,25047,52184,23,22,45,66427,39161,105588,406894,356430,763324,61789,19221,81010,26946,24737,51683,25618,19859,45477,23,22,45,66145,39030,105175,61485,19145,80630,26788,74984,101772,25483,19771,45254,1510,3253,4763,183526,103728,287254,27161,25072,52233,227792,307235,3493,1.03037004,289390.4829,82.8486925,2.9251, 33.3486
Lango,Alebtong District,37,33,70,24525,11600,36125,32950,8406,41356,14516,11030,25546,21087,19353,40440,35,32,67,24524,11600,36124,204354,214798,419152,32952,8394,41346,21087,19353,40440,14516,11030,25546,35,32,67,24156,11433,35589,32709,8262,40971,20824,50983,71807,14181,10852,25033,1438,3262,4700,93115,50422,143537,21124,19386,40510,227541,283509,1534,1.022234935,271309.7571,176.8642484,2.2914,33.2139
Lango,Amolatar District,39,29,68,25155,14615,39770,25095,9230,34325,12451,10433,22884,12335,11452,23787,38,29,67,25149,14604,39753,172982,161654,334636,24992,9220,34212,12216,11452,23668,12447,10433,22880,38,29,67,25044,14566,39610,24918,9194,34112,12149,35078,47227,12401,10380,22781,728,1707,2435,75075,45759,120834,12374,11481,23855,147166,188715,1163,1.025179454,179558.7752,154.392756,1.6054,32.8084
Karamoja,Amudat District,41,25,66,3031,2584,5615,7127,2446,9573,2718,2272,4990,3831,3784,7615,31,17,48,2905,2511,5416,36138,40982,77120,6497,2292,8789,3455,3406,6861,2587,2191,4778,41,22,63,2791,2401,5192,6110,2193,8303,3259,9107,12366,2470,2053,4523,117,466,583,16748,11111,27859,3872,3809,7681,105769,203358,1616,1.067555067,178435.2646,110.4178618,1.7916,34.9066
Teso,Amuria District,21,22,43,26514,13970,40484,29028,9575,38603,12123,9153,21276,11283,10812,22095,21,20,41,26509,13939,40448,167720,164094,331814,29128,9568,38696,11276,10812,22088,12092,9131,21223,20,20,40,26242,13771,40013,28877,9522,38399,11206,33447,44653,12004,9060,21064,808,1643,2451,78969,43532,122501,11304,10834,22138,183348,251653,1383,1.032173235,236209.2633,170.7948397,2.0302,33.6428
Acholi,Amuru District,33,31,64,35650,19142,54792,33684,12328,46012,17436,13288,30724,21773,19807,41580,31,30,61,34679,18759,53438,251606,229416,481022,32197,12009,44206,21278,19198,40476,17007,12957,29964,32,30,62,34625,18756,53381,32426,12002,44428,21008,55032,76040,17007,12931,29938,1054,1930,2984,108576,64596,173172,21806,19838,41644,186696,247574,3619,1.028624826,233986.623,64.65504917,3.1042,32.0837
Ankole,Ankole,1068,960,2028,122578,104334,226912,178923,116029,294952,60072,50931,111003,54883,49542,104425,1050,934,1984,115654,99433,215087,864998,936606,1801604,162090,104303,266393,50043,45214,95257,56583,48116,104699,1026,928,1954,116800,99887,216687,167291,108862,276153,51948,228777,280725,57456,48767,106223,1578,5643,7221,417524,321796,739320,55951,50502,106453,2895631,3608968,15067,1.022266152,3453465.076,229.2072129,,
Lango,Apac District,28,41,69,31026,17233,48259,33367,14279,47646,11887,9089,20976,13476,12223,25699,28,38,66,30924,17172,48096,189674,186942,376616,33069,13886,46955,13397,12119,25516,11858,9076,20934,28,38,66,30649,17027,47676,32685,13773,46458,13275,42289,55564,11762,8976,20738,1250,2458,3708,89784,52865,142649,13504,12264,25768,185322,221962,1783,1.018204859,214095.8747,120.0762057,1.8445,32.4014
West Nile,Arua City,82,58,140,14319,8357,22676,22166,11582,33748,7038,5689,12727,8422,8439,16861,70,49,119,13561,7549,21110,101634,114552,216186,20188,10228,30416,7696,7623,15319,6361,5068,11429,64,48,112,13806,8064,21870,21598,11366,32964,8425,30762,39187,6745,5371,12116,1220,3087,4307,52027,34125,86152,8504,8497,17001,309052,384656,404,1.022125199,368183.4989,911.3452943,3.0274,30.9071
West Nile,Arua District,9,4,13,9252,5124,14376,6966,2872,9838,3969,,7092,3646,3368,7014,9,4,13,9180,5069,14249,53613,47130,100743,6841,2815,9656,3601,3309,6910,3927,3059,6986,9,4,13,8971,5000,13971,6843,2819,9662,3599,10421,14020,3883,3042,6925,219,437,656,23842,14491,38333,3655,3372,7027,133534,159722,800,1.018069175,154102.67,192.6283375,3.0018,30.9876
Bukedi,Budaka District,39,19,58,27195,13972,41167,35869,10213,46082,20956,16406,37362,30450,27405,57855,41,19,60,27198,13954,41152,272858,283788,556646,35851,10208,46059,30315,28250,58565,20877,16338,37215,38,17,55,26234,13352,39586,34437,9899,44336,28867,69840,98707,19935,15661,35596,1910,4335,6245,114509,68015,182524,30489,27424,57913,207597,281537,410,1.030935371,264894.2904,646.0836351,1.1005,34.0196
Bugisu,Bududa District,6,2,8,5209,3919,9128,7068,4238,11306,2448,2016,4464,2652,2482,5134,6,2,8,5209,3919,9128,37468,41802,79270,7066,4235,11301,2653,2481,5134,2442,2016,4458,6,2,8,5056,3805,8861,6881,4100,10981,2595,9670,12265,2368,1950,4318,334,717,1051,17383,12657,30040,2658,2484,5142,210173,26897,318,0.814165494,40576.8621,127.6001953,1.003,34.3338
Busoga,Bugiri District,71,46,117,26836,15401,42237,41132,14241,55373,23628,19191,42819,30692,28567,59259,71,46,117,26664,15531,42195,288780,312828,601608,40725,14091,54816,30512,28383,58895,23519,19067,42586,71,46,117,26680,15335,42015,40813,14114,54927,30495,78846,109341,23459,19050,42509,2505,3281,5786,122359,77446,199805,30763,28613,59376,382913,480345,1033,1.022928589,459052.8011,444.3879972,0.5316, 33.7518
Bugisu,Bugisu,129,84,213,71866,54837,126703,123027,68812,191839,39830,33250,73080,54713,47488,102201,123,114,237,69371,49164,118535,588106,707024,1295130,116185,65147,181332,52723,45777,98500,38371,35124,73495,119,66,185,67980,48131,116111,113967,64067,178034,51729,175702,227431,37455,34187,71642,4867,9178,14045,289565,204471,494036,54842,47572,102414,1469892,1827757,2447,1.022029197,1749813.851,715.0853498,1.0783,34.1737
Busoga,Bugweri District,152,156,308,14011,8785,22796,22661,8979,31640,10479,8668,19147,13869,12502,26371,152,156,308,14045,8674,22719,137090,151808,288898,22116,8772,30888,13568,12235,25803,10333,8557,18890,159,164,323,13522,8514,22036,21601,8652,30253,13365,37025,50390,10127,8360,18487,908,1815,2723,61172,39090,100262,14021,12658,26679,164886,211511,302,1.025214919,201234.8171,666.340454,0.6116,33.5952
Ankole,Buhweju District,1,0,1,830,820,1650,1191,922,2113,552,368,920,403,338,741,1,0,1,809,815,1624,6572,7302,13874,1137,901,2038,377,325,702,545,365,910,1,0,1,795,811,1606,1114,874,1988,375,1728,2103,544,362,906,7,52,59,2977,2448,5425,404,338,742,12072,167921,751,1.301165617,99183.59711,132.0687045,0.3558,30.3897
North Central,Buikwe District,76,61,137,20672,16160,36832,30087,20703,50790,14009,11792,25801,15731,14185,29916,46,48,94,19713,15540,35253,182128,202798,384926,28285,19889,48174,14924,13513,28437,13420,11273,24693,48,47,95,19678,15504,35182,28070,19819,47889,14883,52093,66976,13417,11275,24692,1077,2773,3850,80575,62901,143476,15807,14246,30053,422771,520158,1270,1.020946558,499032.9978,392.9393684,0.2827, 33.0339
Teso,Bukedea District,131,83,214,21816,10702,32518,30448,10575,41023,11355,7891,19246,13957,11909,25866,123,75,198,21666,10640,32306,155232,170550,325782,29897,10411,40308,13882,11761,25643,11284,7851,19135,116,73,189,21552,10525,32077,29736,10297,40033,13588,39497,53085,11138,7758,18896,1101,2723,3824,77707,41160,118867,14088,11992,26080,203600,282864,1032,1.033427444,264860.8067,256.6480685,1.3557,34.1087
Bukedi,Bukedi,820,647,1467,240021,137378,377399,308603,103104,411707,170583,136474,307057,224668,198757,423425,820,637,1457,231848,132100,363948,2191774,2258194,4449968,300674,100307,400981,234385,194815,429200,165564,131923,297487,797,632,1429,232613,133033,365646,300107,100035,400142,216587,554429,771016,165707,131996,297703,11132,23134,34266,944695,576360,1521055,225488,199404,424892,1881415,2372489,4504,1.023462561,2264958.695,502.8771526,,
South Central,Bukomansimbi District,3,3,6,7472,6553,14025,7239,4282,11521,4668,4435,9103,4320,4251,8571,3,4,7,7377,6483,13860,63082,57390,120472,7103,4229,11332,4245,4177,8422,4557,4368,8925,12,4,16,7442,6532,13974,7134,4254,11388,4334,13774,18108,4642,4422,9064,152,499,651,23702,19524,43226,4323,4254,8577,151413,197568,600,1.026964294,187329.3886,312.2156476,0.1433,31.6055
Bugisu,Bukwo District,1,1,2,2482,2246,4728,3719,2992,6711,1498,1345,2843,1371,1218,2589,1,1,2,2375,2179,4554,19976,23230,43206,3527,2872,6399,1313,1167,2480,1435,1299,2734,1,1,2,2328,2130,4458,3395,2808,6203,1293,5722,7015,1411,1274,2685,61,136,197,9071,7802,16873,1372,1219,2591,89356,114396,525,1.025011439,108881.3295,207.3930085,1.2819,34.7299
Bugisu,Bulambuli District,5,12,17,6948,4616,11564,10858,5593,16451,3283,2528,5811,4376,3968,8344,5,12,17,6507,4338,10845,50034,56974,107008,10024,5176,15200,4095,3721,7816,3071,2383,5454,5,12,17,6565,4300,10865,10078,5243,15321,4133,14219,18352,3088,2404,5492,418,878,1296,25470,16717,42187,4381,3980,8361,174513,235391,695,1.030377121,221716.2068,319.016125,1.4815,34.2866
Bunyoro,Buliisa District,5,1,6,14513,8923,23436,16989,6055,23044,8917,7162,16079,12980,11908,24888,5,1,6,14058,8588,22646,127238,116702,243940,13059,5648,18707,12467,11569,24036,8622,6980,15602,5,1,6,14017,8594,22611,13213,5761,18974,12517,31674,44191,8577,6853,15430,959,2034,2993,53404,34049,87453,12985,11909,24894,113161,167894,1367,1.040240696,155155.6147,113.5008154,1.8992,31.3542
Tooro,Bundibugyo District,27,26,53,24112,13528,37640,37753,18180,55933,14843,10860,25703,18800,16918,35718,25,26,51,24064,13480,37544,198032,234680,432712,37823,18191,56014,18796,16908,35704,14845,10727,25572,25,25,50,23795,13426,37221,37641,18094,55735,18723,57347,76070,14784,10786,25570,849,1526,2375,95535,59512,155047,18827,16944,35771,224387,264778,850,1.016689692,256156.3087,301.3603632,0.6852, 30.0203
Tooro,Bunyangabu District,15,17,32,5293,4807,10100,8348,6462,14810,3040,2626,5666,3276,2746,6022,14,16,30,4946,4599,9545,42526,47630,90156,7469,5781,13250,2707,2533,5240,2834,2461,5295,14,16,30,4667,4318,8985,6918,5337,12255,2569,10891,13460,2653,2317,4970,128,321,449,19972,16658,36630,3291,2763,6054,170247,219012,466,1.025507508,208252.4994,446.8937756,0.4871,30.2051
Bunyoro,Bunyoro,235,171,406,127019,88387,215406,150696,77517,228213,71419,59188,130607,101484,94635,196119,199,118,317,121838,84868,206706,1067498,1053258,2120756,137675,71314,208989,96978,90639,187617,72825,56864,129689,205,129,334,120920,85155,206075,137801,71343,209144,97134,274516,371650,68707,56881,125588,9069,19136,28205,450853,319898,770751,101719,94806,196525,2028545,2792732,16580,1.032486689,2619752.952,158.0068125,,
Ankole,Bushenyi District,0,2,2,6711,6475,13186,8882,6236,15118,2752,2461,5213,2278,2192,4470,0,2,2,6503,6273,12776,44922,47524,92446,8472,5990,14462,2161,2094,4255,2662,2381,5043,0,2,2,6426,6202,12628,8425,5971,14396,2141,10978,13119,2625,2354,4979,71,349,420,20623,17366,37989,2278,2194,4472,234443,283392,845,1.019142779,272845.9571,322.8946238,0.4875,30.1127
Bukedi,Busia District,113,90,203,31902,20991,52893,49843,21126,70969,20491,16546,37037,31491,27893,59384,112,89,201,31028,20362,51390,296024,325864,621888,47811,20975,68786,30683,27129,57812,19962,16174,36136,109,89,198,30454,20165,50619,47136,20152,67288,30158,84401,114559,19714,15869,35583,1696,2913,4609,133840,86646,220486,31604,27983,59587,323662,412671,729,1.024592621,393098.6053,539.2299113,0.4045,34.0196
Busoga,Busoga,937,689,1626,269682,159217,428899,454551,200937,655488,190059,149224,339283,293163,257061,550224,852,635,1487,264580,155486,420066,2622120,3019352,5641472,441143,193242,634385,288289,252510,540799,186708,146314,333022,842,628,1470,266197,152305,418502,430634,188304,618938,283310,791380,1074690,182743,144722,327465,25040,50443,75483,1208392,767128,1975520,294100,257750,551850,3583196,4363295,9443,1.019892507,4194747.019,444.2176235,,
Bukedi,Butaleja District,315,258,573,31266,16576,47842,42053,13840,55893,24804,19747,44551,31893,28217,60110,309,252,561,29618,16202,45820,302084,314972,617056,40973,13531,54504,31129,27567,58696,24358,19367,43725,309,252,561,29030,15961,44991,42143,13413,55556,30598,77997,108595,23795,18897,42692,1289,2812,4101,130331,78638,208969,32208,28475,60683,244153,312771,655,1.025076887,297655.2835,454.4355474,,
South Central,Butambala District,4,3,7,10167,9838,20005,9346,5890,15236,5240,5399,10639,4087,5427,9514,4,3,7,9949,9656,19605,79530,65350,144880,8973,5705,14678,3879,3716,7595,5141,5254,10395,4,3,7,9511,9241,18752,9644,5505,15149,3724,13788,17512,4926,5044,9970,135,472,607,28844,26557,55401,4091,5430,9521,10084,146516,405,1.306848434,85789.59355,211.8261569,0.1742,32.1065
Bukedi,Butebo District,22,19,41,15890,8270,24160,18175,5782,23957,9867,7394,17261,11639,10355,21994,21,19,40,15829,8227,24056,126702,125548,252250,18062,5723,23785,11567,10259,21826,9804,7330,17134,12,17,29,15385,8046,23431,17067,5505,22572,10998,28576,39574,9408,6952,16360,381,713,1094,55593,31820,87413,11661,10374,22035,111762,171433,236,1.043710436,157374.5036,666.8411168,1.2393,33.83
North Central,Buvuma District,11,4,15,3785,2485,6270,7435,3957,11392,2545,2175,4720,4273,3994,8267,11,4,15,3776,2484,6260,38524,48506,87030,7385,3941,11326,4243,3967,8210,2536,2166,4702,11,4,15,3736,2440,6176,7281,3820,11101,4200,12730,16930,2504,2135,4639,272,570,842,18049,12615,30664,4284,3998,8282,8989,110832,296,1.285568963,67061.67743,226.559721,0.3765,33.2588
Busoga,Buyende District,80,67,147,12886,7404,20290,22487,9482,31969,9774,7711,17485,17030,15367,32397,80,67,147,12883,7401,20284,140626,161056,301682,21150,9480,30630,17013,15262,32275,9767,7709,17476,80,67,147,12853,7475,20328,21089,9425,30514,16996,45182,62178,9747,7692,17439,3746,6747,10493,62257,40031,102288,17110,15434,32544,323067,403486,1379,1.022477093,385941.3361,279.8704395,1.2414,33.1239
Lango,Dokolo District,12,6,18,35841,18161,54002,37959,10652,48611,17756,13205,30961,22643,20106,42749,12,6,18,35247,17834,53081,253618,240620,494238,37226,10439,47665,22327,19819,42146,17492,12990,30482,11,6,17,35513,18061,53574,37620,10578,48198,22599,57497,80096,17711,13167,30878,1611,2927,4538,114211,62130,176341,22655,20112,42767,183093,215625,1004,1.016489126,208686.1554,207.8547364,1.9131,33.1717
Tooro,Fort Portal City,9,11,20,2428,2174,4602,4561,3594,8155,1431,1256,2687,1645,1428,3073,9,11,20,2315,2098,4413,20386,26426,46812,4362,3451,7813,1546,1348,2894,1331,1155,2486,9,11,20,2192,2092,4284,4186,3335,7521,1494,6743,8237,1271,1157,2428,34,222,256,10074,8463,18537,1654,1439,3093,10224,137549,127,1.296831825,81788.09976,644.0007855,0.6546,30.2801
South Central,Gomba District,1,2,3,7088,5965,13053,8773,6346,15119,4161,3630,7791,3398,3060,6458,1,2,3,6500,5522,12022,52548,53246,105794,7889,5589,13478,3115,2838,5953,3824,3365,7189,1,2,3,6835,5771,12606,8519,6037,14556,3281,13524,16805,3991,3493,7484,156,686,842,23421,19003,42424,3399,3062,6461,159922,19912,1670,0.811933886,30204.63204,18.08660601,0.223,31.6739
Acholi,Gulu City,99,102,201,14314,9939,24253,22994,12309,35303,9441,8167,17608,12208,12172,24380,60,53,113,12343,8378,20721,125644,119982,245626,17863,9566,27429,9367,9129,18496,7545,6415,13960,57,49,106,12043,8204,20247,16684,9117,25801,9268,28710,37978,7316,6223,13539,923,1963,2886,59056,42689,101745,12307,12274,24581,185042,233271,222,1.023432122,222711.5106,1003.205003,2.7743,32.2882
Acholi,Gulu District,26,20,46,24128,12627,36755,23810,8662,32472,12223,9128,21351,14143,12638,26781,24,20,44,21835,11390,33225,162802,144546,307348,21246,7607,28853,12693,11446,24139,11005,8230,19235,26,20,46,23353,12067,35420,22774,7956,30730,13580,36063,49643,11852,8829,20681,1000,2030,3030,74330,43075,117405,14169,12658,26827,108428,135373,1721,1.022442893,129495.278,75.24420567,2.955,32.4467
Bunyoro,Hoima City,2,3,5,4027,3314,7341,7300,4783,12083,2125,1861,3986,2804,2706,5510,2,2,4,3566,2866,6432,31864,35404,67268,6015,3657,9672,2359,2259,4618,1781,1623,3404,6,2,8,3672,2955,6627,6398,4033,10431,2492,9454,11946,1864,1692,3556,88,255,343,16258,12667,28925,2806,2709,5515,100099,143304,227,1.036532342,133380.5789,587.5796428,1.4274,31.3484
Bunyoro,Hoima District,5,1,6,8009,5890,13899,8558,4701,13259,4653,3921,8574,6091,5465,11556,5,1,6,7971,5867,13838,67948,66432,134380,8524,4640,13164,6065,5448,11513,4640,3894,8534,4,1,5,7978,5869,13847,9039,4650,13689,6075,17360,23435,4647,3908,8555,1014,1774,2788,27316,19978,47294,6096,5466,11562,205432,257544,1341,1.022865037,246158.4611,183.5633565,1.6343,31.171
Ankole,Ibanda District,44,37,81,25869,20853,46722,43784,28052,71836,11541,9688,21229,9624,8451,18075,41,22,63,21892,17921,39813,158360,186468,344828,36481,23358,59839,8122,7071,15193,9815,8317,18132,42,28,70,23530,19189,42719,39310,24895,64205,8584,45094,53678,10516,8890,19406,284,971,1255,90862,67081,157943,9668,8488,18156,249625,309466,622,1.021721392,296447.6205,476.6038915,0.0966,30.4818
Busoga,Iganga District,31,18,49,37129,23242,60371,61259,29067,90326,23401,18674,42075,32101,28853,60954,21,11,32,36001,22064,58065,322252,374460,696712,59565,27735,87300,31258,28025,59283,22633,17984,40617,19,11,30,42882,21702,64584,56703,26586,83289,30476,91983,122459,21900,17378,39278,2042,4991,7033,153921,99854,253775,32132,28871,61003,339311,426958,633,1.023242857,407781.6813,644.2048678,0.7236,33.4832
Ankole,Isingiro District,923,852,1775,29730,23262,52992,45359,28736,74095,16844,12907,29751,18669,16802,35471,923,852,1775,28925,22870,51795,237584,256658,494242,41327,24732,66059,16859,15145,32004,16127,12390,28517,908,841,1749,29471,23077,52548,45094,28608,73702,18730,70818,89548,16761,12859,29620,433,1291,1724,111525,82559,194084,19592,17654,37246,486360,635077,2536,1.027038806,602077.8881,237.4124164,0.8435,30.8039
Busoga,Jinja City,50,43,93,11497,7929,19426,22319,13215,35534,6943,6012,12955,9296,8623,17919,37,34,71,9918,6839,16757,95404,107640,203044,18027,9203,27230,8018,7389,15407,5978,5153,11131,28,24,52,9254,6423,15677,17081,8945,26026,7561,25370,32931,5588,4825,10413,501,1414,1915,50105,35822,85927,9346,8666,18012,247074,279184,179,1.012293266,272444.3648,1522.035558,0.5349,33.2139
Busoga,Jinja District,58,51,109,16626,10774,27400,28444,14840,43284,11220,9066,20286,17473,14850,32323,28,21,49,15540,10085,25625,156566,179364,335930,26031,13749,39780,16526,14030,30556,10665,8633,19298,28,20,48,14915,9662,24577,24903,13061,37964,15835,46917,62752,10222,8208,18430,883,1659,2542,73821,49581,123402,17531,14901,32432,224168,280905,499,1.022818525,268511.1342,538.0984653,0.5349,33.2139
Karamoja,Kaabong District,58,59,117,6555,4678,11233,12656,6552,19208,3969,3253,7222,11895,11607,23502,58,50,108,6519,4619,11138,83940,98990,182930,12468,6482,18950,11776,11549,23325,3841,3271,7112,58,50,108,6453,4636,11089,12333,6448,18781,11613,30781,42394,3802,3241,7043,162,1027,1189,35133,26149,61282,11953,11666,23619,116646,264631,4751,1.085368184,224639.7176,47.28261789,3.5696,34.242
Kigezi,Kabale District,13,1,14,986,1050,2036,2969,3188,6157,587,503,1090,777,707,1484,1,1,2,582,673,1255,7662,11658,19320,1989,2513,4502,379,385,764,284,277,561,1,1,2,566,650,1216,1913,2431,4344,369,3495,3864,274,269,543,6,38,44,5332,5449,10781,790,708,1498,230609,285588,561,1.021612905,273632.2078,487.7579462,1.3505,30.0203
